_url,birth_year,weight,height,nationality
michael-friedman,1982.0,82.0,175.0,United States
raimundo-vairetti,1965.0,,,Italy
marco-corti,1986.0,59.0,171.0,Italy
eufronio-enrique-sahagun,1943.0,,,Spain
jose-ignacio-moratinos,1963.0,,,Spain
didier-garcia,1964.0,,,France
jaco-venter,1987.0,70.0,190.0,South Africa
samuel-plouhinec,1976.0,63.0,175.0,France
jacques-osmont,1954.0,,,France
mehdi-sohrabi,1981.0,69.0,170.0,Iran
carmelo-barone,1956.0,,,Italy
jean-francois-rodriguez,1957.0,,,France
paul-sherwen,1956.0,,,Great Britain
loic-chetout,1992.0,70.0,178.0,France
demetrio-cuspoca,1963.0,,,Colombia
lewis-askey,2001.0,75.0,187.0,Great Britain
oliver-naesen,1990.0,74.0,184.0,Belgium
garry-clively,1955.0,,,Australia
francisco-javier-quevedo,1964.0,,,Spain
sam-brand,1991.0,76.0,186.0,Great Britain
jesus-del-nero,1982.0,73.0,180.0,Spain
sergio-pardilla,1984.0,65.0,170.0,Spain
patrick-evenepoel,1968.0,,,Belgium
jose-humberto-rujano,1982.0,48.0,162.0,Venezuela
patrick-konrad,1991.0,64.0,181.0,Austria
crescenzo-d-amore,1979.0,,,Italy
vincenzo-cupperi,1961.0,,,Italy
alexandre-botcharov,1975.0,54.0,164.0,Russia
mauro-facci,1982.0,68.0,182.0,Italy
ole-sigurd-simensen,1972.0,,,Norway
johan-price-pejtersen,1999.0,77.0,196.0,Denmark
joaquin-lopez-torella,1976.0,,,Spain
alessandro-santaromita,1999.0,,,Italy
pavel-brutt,1982.0,70.0,178.0,Russia
mikel-aristi,1993.0,72.0,180.0,Spain
adrien-petit,1990.0,80.0,188.0,France
lorenzo-milesi,2002.0,70.0,180.0,Italy
philippe-chevallier,1961.0,69.0,183.0,France
pablo-rincon-murcia,1964.0,,,Colombia
serge-lapebie,1948.0,,,France
enric-mas,1995.0,61.0,177.0,Spain
kobe-goossens,1996.0,64.0,178.0,Belgium
koen-de-kort,1982.0,69.0,179.0,Netherlands
dmitriy-gruzdev,1986.0,78.0,186.0,Kazakhstan
juan-ramirez,1971.0,,,Colombia
tiesj-benoot,1994.0,72.0,190.0,Belgium
daniel-felipe-martinez,1996.0,63.0,172.0,Colombia
joel-pelier,1962.0,,,France
santiago-crespo,1970.0,,,Spain
vincenzo-albanese,1996.0,70.0,175.0,Italy
ad-van-peer,1955.0,,,Netherlands
jose-manuel-diaz-gallego,1995.0,64.0,177.0,Spain
samuele-battistella,1998.0,67.0,180.0,Italy
berden-de-vries,1989.0,70.0,186.0,Netherlands
steven-cozza,1985.0,70.0,180.0,United States
chris-harper,1994.0,67.0,185.0,Australia
alessandro-giannelli,1963.0,,,Italy
dario-rando,1966.0,,,Italy
miguel-angel-lopez,1994.0,59.0,164.0,Colombia
jaak-clauwaert,1947.0,,,Belgium
gianluca-rigamonti,1967.0,,,Italy
juan-alberto,1960.0,,,Spain
cristiano-mancini,1974.0,,,Italy
leon-giner,1969.0,,,Spain
glenn-d-hollander,1974.0,74.0,183.0,Belgium
kris-boeckmans,1987.0,76.0,180.0,Belgium
per-pedersen,1964.0,,,Denmark
fabrizio-arzilli,1972.0,,,Italy
henk-boeve,1957.0,,,Netherlands
roberto-gusmeroli,1966.0,,,Italy
jose-florencio,1943.0,,,Spain
etienne-sonck,1946.0,,,Belgium
bert-roesems,1972.0,81.0,196.0,Belgium
eric-louvel,1962.0,,,France
denis-zanette,1970.0,82.0,190.0,Italy
mikel-landa,1989.0,61.0,172.0,Spain
stefano-garzelli,1973.0,62.0,175.0,Italy
steve-larsen,1970.0,,,United States
claude-magni,1950.0,,,France
alberto-gallego,1990.0,62.0,177.0,Spain
jean-jourden,1942.0,,,France
david-gutierrez-gutierrez,1982.0,60.0,164.0,Spain
maxim-iglinskiy,1981.0,67.0,171.0,Kazakhstan
chris-jones,1979.0,64.0,180.0,United States
giuseppe-petito,1960.0,,,Italy
cayetano-jose-sarmiento,1987.0,58.0,168.0,Colombia
soren-petersen,1967.0,,,Denmark
leonardo-piepoli,1971.0,54.0,169.0,Italy
rogelio-arango,1959.0,,,Colombia
wouter-weylandt,1984.0,72.0,184.0,Belgium
kees-hopmans,1964.0,,,Netherlands
jochen-summer,1977.0,,,Austria
thomas-fothen,1983.0,71.0,179.0,Germany
jussi-veikkanen,1981.0,66.0,178.0,Finland
rudy-porter,2000.0,66.0,179.0,Australia
jimmi-madsen,1969.0,,,Denmark
jesus-ignacio-alonso,1961.0,,,Spain
massimo-cigana,1974.0,74.0,182.0,Italy
jose-antonio-davoz,1965.0,,,Spain
oleg-kozlitine,1969.0,,,Kazakhstan
daniele-contrini,1974.0,,,Italy
alessandro-fantini-1,1985.0,68.0,183.0,Italy
krists-neilands,1994.0,69.0,189.0,Latvia
johan-pauwels,1964.0,,,Belgium
arnaldo-caverzasi,1948.0,,,Italy
damien-howson,1992.0,68.0,188.0,Australia
raphael-van-bruaene,1946.0,,,Belgium
alessio-di-basco,1964.0,,,Italy
julien-vermote,1989.0,74.0,179.0,Belgium
stephane-guay,1961.0,,,France
nicolas-rousseau,1983.0,70.0,176.0,France
ivan-quaranta,1974.0,,174.0,Italy
jarlinson-pantano,1988.0,61.0,173.0,Colombia
marcel-meisen,1989.0,62.0,172.0,Germany
kurt-huygens,1968.0,,,Belgium
luca-raggio,1995.0,,,Italy
alan-lezaun-perez,1982.0,66.0,175.0,Spain
bruno-thibout,1969.0,,,France
serge-pauwels,1983.0,65.0,177.0,Belgium
rodolfo-andres-torres,1987.0,56.0,169.0,Colombia
dario-nicoletti,1967.0,,,Italy
stephane-petilleau,1971.0,,,France
werner-wuller,1961.0,,,Germany
vincenzo-galati,1969.0,,,Italy
roberto-ferrari,1983.0,73.0,173.0,Italy
luis-ocana,1945.0,,178.0,Spain
serge-parsani,1952.0,,,Italy
hermann-pernsteiner,1990.0,55.0,168.0,Austria
kevyn-ista,1984.0,70.0,183.0,Belgium
dominique-garde,1959.0,,,France
tanel-kangert,1987.0,65.0,178.0,Estonia
jose-antonio-redondo-ramos,1985.0,,,Spain
matthieu-ladagnous,1984.0,73.0,182.0,France
michael-kolar,1992.0,90.0,185.0,Slovakia
gianluca-pianegonda,1968.0,,,Italy
marco-lietti,1965.0,,,Italy
marijn-van-den-berg,1999.0,73.0,182.0,Netherlands
carlos-alberto-maya-lizcano,1972.0,58.0,171.0,Venezuela
tosh-van-der-sande,1990.0,67.0,178.0,Belgium
mauricio-alberto-ardila,1979.0,58.0,165.0,Colombia
fabian-wegmann,1980.0,60.0,176.0,Germany
sergei-uslamin,1963.0,,,Russia
nicola-gavazzi,1978.0,,,Italy
rudy-verdonck,1965.0,,,Belgium
adria-moreno,1991.0,59.0,176.0,Spain
jan-siemons,1964.0,,,Netherlands
tommy-prim,1955.0,76.0,185.0,Sweden
giuseppe-beghetto,1939.0,,,Italy
mehdi-benhamouda,1995.0,64.0,173.0,France
frank-van-den-abeele,1966.0,,,Belgium
daniel-navarro,1983.0,60.0,174.0,Spain
joop-zoetemelk,1946.0,68.0,173.0,Netherlands
simone-masciarelli,1980.0,63.0,175.0,Italy
frederic-finot,1977.0,65.0,177.0,France
jose-luis-rubiera,1973.0,69.0,180.0,Spain
quentin-pacher,1992.0,62.0,179.0,France
laurent-gervais,1997.0,72.0,180.0,Canada
robert-forest,1961.0,,,France
mirco-maestri,1991.0,73.0,185.0,Italy
jose-carlos-silva-rodrigues,1978.0,,,Portugal
alexis-rodriguez,1977.0,,,Spain
roberto-antonelli,1963.0,,,Italy
jaan-kirsipuu,1969.0,80.0,179.0,Estonia
jaime-roson,1993.0,62.0,179.0,Spain
matteo-badilatti,1992.0,62.0,178.0,Switzerland
christian-charriere,1975.0,,,Switzerland
wilmo-francioni,1948.0,,,Italy
chris-carmichael,1961.0,,,United States
carlos-osorio,1974.0,,,Colombia
john-edibberto-martinez,1983.0,,,Colombia
eloy-santamarta,1970.0,,,Spain
kristof-vandewalle,1985.0,74.0,180.0,Belgium
ben-janbroers,1948.0,,,Netherlands
goncalo-carvalho,1997.0,60.0,172.0,Portugal
rene-stadelmann,1974.0,,,Switzerland
john-archibald,1990.0,79.0,189.0,Great Britain
vladimir-muravski,1959.0,,,Belarus
guy-niv,1994.0,58.0,168.0,Israel
rini-wagtmans,1946.0,,,Netherlands
javier-chacon-quesada,1985.0,70.0,185.0,Spain
john-degenkolb,1989.0,82.0,180.0,Germany
jose-inguanzo,1957.0,,,Spain
adri-van-houwelingen,1953.0,,,Netherlands
dietmar-hauer,1968.0,,,Austria
julio-cesar-rangel,1968.0,,,Colombia
francis-castaing,1959.0,,,France
rafael-garcia,1961.0,,,Spain
miguel-minguez,1988.0,59.0,177.0,Spain
alexandre-shefer,1971.0,68.0,176.0,Kazakhstan
johnny-vanderveken,1954.0,,,Belgium
mirko-celestino,1974.0,67.0,173.0,Italy
salvatore-cavallaro,1962.0,,,Italy
hayden-roulston,1981.0,81.0,186.0,New Zealand
luigino-moro,1956.0,,,Italy
pasquale-muto,1980.0,,,Italy
taj-jones,2000.0,82.0,191.0,Australia
albert-hitchen,1938.0,,,Great Britain
maxime-cam,1992.0,61.0,169.0,France
miguel-sanabria,1967.0,,,Colombia
alejandro-ropero,1998.0,61.0,171.0,Spain
vicente-hernaiz,1998.0,68.0,183.0,Spain
saulius-sarkauskas,1970.0,74.0,180.0,Lithuania
enrico-grigoli,1978.0,,,Italy
danny-jonasson,1974.0,,,Denmark
julian-david-arredondo,1988.0,58.0,164.0,Colombia
matthew-walls,1998.0,72.0,177.0,Great Britain
henry-rinklin,1957.0,,,Germany
vasily-zhdanov,1963.0,,,Ukraine
kim-borry,1985.0,,,Belgium
jose-martins,1951.0,,,Portugal
alexandre-balmer,2000.0,70.0,191.0,Switzerland
stephane-bonsergent,1977.0,66.0,174.0,France
bo-hamburger,1970.0,58.0,174.0,Denmark
raimond-kunzli,1984.0,,,Switzerland
giuseppe-citterio,1967.0,,,Italy
sebastian-langeveld,1985.0,67.0,178.0,Netherlands
jerome-delbove,1974.0,,,France
alexander-cataford,1993.0,70.0,183.0,Canada
joseph-abelshausen,1949.0,,,Belgium
peter-stetina,1987.0,63.0,180.0,United States
arnaud-courteille,1989.0,62.0,176.0,France
pierrick-naud,1991.0,,,Canada
hans-junkermann,1934.0,,,Germany
abelardo-rios,1952.0,63.0,161.0,Colombia
gene-michael-bates,1981.0,61.0,169.0,Australia
juan-carlos-guillamon-ruiz,1974.0,62.0,174.0,Spain
joey-mcloughlin,1964.0,,,Great Britain
phil-edwards,1949.0,80.0,184.0,Great Britain
michel-perin,1947.0,,,France
antony-doyle,1958.0,,,Great Britain
kjell-nilsson,1962.0,,,Sweden
daniel-paradis,1970.0,,,Switzerland
ottavio-crepaldi,1945.0,,,Italy
andreas-kappes,1965.0,,,Germany
josep-jufre,1975.0,65.0,178.0,Spain
andreas-klier,1976.0,72.0,181.0,Germany
francois-simon,1968.0,70.0,179.0,France
jan-nevens,1958.0,58.0,172.0,Belgium
tom-stubbe,1981.0,66.0,177.0,Belgium
luc-govaerts,1959.0,,,Belgium
emanuele-lupi,1969.0,,,Italy
pim-ligthart,1988.0,72.0,181.0,Netherlands
raymond-riotte,1940.0,,,France
jose-barros,1971.0,,,Portugal
nicola-ruffoni,1990.0,70.0,173.0,Italy
edward-theuns,1991.0,72.0,183.0,Belgium
nidi-den-hertog,1951.0,,,Netherlands
enrico-gasparotto,1982.0,65.0,174.0,Switzerland
omer-goldstein,1996.0,61.0,174.0,Israel
dennis-vanendert,1988.0,64.0,181.0,Belgium
juan-llaneras-rossello,1969.0,65.0,180.0,Spain
matteo-pelucchi,1989.0,74.0,182.0,Italy
robert-bartko,1975.0,78.0,186.0,Germany
bjorn-schroder,1980.0,64.0,177.0,Germany
manuel-zeferino,1960.0,,,Portugal
michael-hepburn,1991.0,77.0,186.0,Australia
jimmy-casper,1978.0,69.0,175.0,France
sean-kelly,1956.0,77.0,180.0,Ireland
sep-vanmarcke,1988.0,77.0,190.0,Belgium
ioannis-tamouridis,1980.0,70.0,180.0,Greece
mika-heming,2000.0,68.0,184.0,Germany
vicente-aparicio,1969.0,,,Spain
iker-camano,1979.0,68.0,184.0,Spain
ronny-scholz,1978.0,60.0,176.0,Germany
andrea-paluan,1966.0,,,Italy
anthony-langella,1974.0,76.0,188.0,France
chris-lillywhite,1966.0,,,Great Britain
ivan-savitskiy,1992.0,72.0,182.0,Russia
francisco-mancebo,1976.0,64.0,175.0,Spain
freddy-decloedt,1944.0,,,Belgium
jorgen-bo-petersen,1970.0,,,Denmark
mirco-lorenzetto,1981.0,71.0,175.0,Italy
thomas-liese,1968.0,75.0,180.0,Germany
pablo-torres,1987.0,63.5,174.0,Spain
tejay-van-garderen,1988.0,72.0,186.0,United States
paul-haghedooren,1959.0,,,Belgium
charly-grosskost,1944.0,,,France
romain-gregoire1,2003.0,64.0,176.0,France
jimmy-duquennoy,1995.0,75.0,179.0,Belgium
maurizio-tomi,1968.0,,,Italy
jasper-stuyven,1992.0,78.0,187.0,Belgium
sean-bennett,1996.0,66.0,178.0,United States
marek-rutkiewicz,1981.0,66.0,182.0,Poland
sergey-firsanov,1982.0,58.0,172.0,Russia
rui-miguel-sousa-barbosa,1976.0,59.0,171.0,Portugal
scott-stewart,1987.0,,,United States
gustavo-rodriguez-iglesias,1979.0,,,Spain
jose-luis-faura-asensio,2000.0,,,Spain
xandres-vervloesem,2000.0,65.0,185.0,Belgium
jose-nazabal-mimendia,1951.0,,,Spain
marco-zanotti-1,1974.0,70.0,180.0,Italy
fabian-jeker,1968.0,72.0,177.0,Switzerland
jan-hruska,1975.0,62.0,174.0,Czech Republic
william-walker,1985.0,,,Australia
amael-moinard,1982.0,69.0,180.0,France
nicolas-dalla-valle,1997.0,73.0,,Italy
brent-bookwalter,1984.0,70.0,180.0,United States
pedro-merino-criado,1987.0,55.0,170.0,Spain
pierino-gavazzi,1950.0,67.0,169.0,Italy
marco-milesi,1970.0,78.0,191.0,Italy
fabian-fuchs,1961.0,,,Switzerland
arkaitz-duran,1986.0,70.0,185.0,Spain
matvey-mamykin,1994.0,62.0,179.0,Russia
piet-kleine,1951.0,86.0,188.0,Netherlands
juan-carlos-dominguez,1971.0,64.0,178.0,Spain
dermot-nally,1980.0,,,Ireland
meinrad-vogele,1949.0,,,Switzerland
jimmy-turgis,1991.0,63.0,175.0,France
daan-olivier,1992.0,64.0,188.0,Netherlands
jan-tilborg,1953.0,,,Netherlands
alberto-vinale,1978.0,,,Italy
aldo-donadello,1953.0,,,Italy
edoardo-zardini,1989.0,62.0,173.0,Italy
robert-sassone,1978.0,75.0,181.0,France
maxim-gourov,1979.0,75.0,189.0,Kazakhstan
dirk-muller,1973.0,,,Germany
matej-jurco,1984.0,69.0,186.0,Slovakia
maxim-smirnov,1976.0,,,Russia
adrian-palomares,1976.0,56.0,165.0,Spain
yves-bonnamour,1961.0,,,France
pierangelo-bincoletto,1959.0,,,Italy
samuel-watson,2001.0,68.0,186.0,Great Britain
eelke-van-der-wal,1981.0,,,Netherlands
ger-harings,1948.0,,,Netherlands
michael-rosborg,1971.0,,,Denmark
andreas-stauff,1987.0,82.0,192.0,Germany
geert-verheyen,1973.0,68.0,178.0,Belgium
willy-sprangers,1954.0,,,Belgium
carlos-melero,1948.0,,,Spain
kevin-vauquelin,2001.0,69.0,176.0,France
giancarlo-casiraghi,1956.0,,,Italy
johan-van-der-velde,1956.0,,,Netherlands
don-allan,1949.0,73.0,180.0,Australia
francisco-galdos,1947.0,,,Spain
jorge-martin-montenegro,1983.0,,,Spain
david-belda,1983.0,53.0,163.0,Spain
rene-pijnen,1946.0,72.0,175.0,Netherlands
oliver-zaugg,1981.0,58.0,167.0,Switzerland
jure-kocjan,1984.0,72.0,182.0,Slovenia
michel-bibollet,1963.0,,,France
lucien-van-impe,1946.0,59.0,167.0,Belgium
riccardo-forconi,1970.0,71.0,184.0,Italy
antonio-esparza,1962.0,,,Spain
peter-roes,1964.0,,,Belgium
santiago-laczano,1947.0,,,Spain
guido-beyens,1955.0,,,Belgium
luca-covili,1997.0,58.0,180.0,Italy
laurent-roux,1972.0,,,France
steven-tronet,1986.0,67.0,175.0,France
nick-nuyens,1980.0,68.0,177.0,Belgium
antonio-sobrino,1956.0,,,Spain
davide-ricci-bitti,1984.0,60.0,180.0,Italy
donato-cannone,1982.0,75.0,186.0,Italy
fredrik-dversnes,1997.0,,,Norway
manabu-ishibashi,1992.0,68.0,177.0,Japan
jean-claude-bagot,1958.0,,,France
olav-kooij,2001.0,72.0,184.0,Netherlands
kamil-gradek,1990.0,81.0,194.0,Poland
alvaro-gonzalez,1970.0,,,Spain
patrick-gretsch,1987.0,69.0,187.0,Germany
sergio-barbero,1969.0,,,Italy
steve-chainel,1983.0,69.0,180.0,France
keith-lambert,1947.0,,,Great Britain
desire-letort,1943.0,,,France
zdenek-stybar,1985.0,68.0,183.0,Czech Republic
franco-pica,1961.0,,,Italy
romain-cardis,1992.0,72.0,181.0,France
joni-brandao,1989.0,64.0,176.0,Portugal
jose-santos,1973.0,,,Portugal
sacha-modolo,1987.0,67.0,180.0,Italy
hugh-carthy,1994.0,69.0,191.0,Great Britain
samuele-conti,1991.0,68.0,187.0,Italy
gaetan-bille,1988.0,67.0,182.0,Belgium
zbigniew-ludwiniak,1963.0,,,Poland
felix-rafael-cardenas,1972.0,59.0,167.0,Colombia
henk-vogels,1973.0,75.0,183.0,Australia
juan-mauricio-soler-hernandez,1983.0,70.0,190.0,Colombia
sebastien-duret,1980.0,62.0,177.0,France
michael-schlickau,1969.0,,,Germany
hector-orlando-mesa-mesa,1976.0,,,Colombia
hossein-askari,1975.0,73.0,179.0,Iran
alfonso-dal-pian,1957.0,,,Italy
antonio-nibali,1992.0,65.0,180.0,Italy
jan-serpenti,1945.0,,,Netherlands
alessandro-bazzana,1984.0,63.5,180.0,Italy
vicente-lopez-carril,1942.0,,,Spain
mekseb-debesay,1991.0,64.0,182.0,Eritrea
josef-lontscharitsch,1970.0,70.0,180.0,Austria
roman-kreuziger-sr,1965.0,,,Czech Republic
michele-merlo,1984.0,63.0,175.0,Italy
paulo-barroso,1972.0,,,Portugal
martial-gayant,1962.0,69.0,183.0,France
cees-bol,1995.0,83.0,194.0,Netherlands
michael-vink,1991.0,73.0,190.0,New Zealand
nicki-sorensen,1975.0,71.0,182.0,Denmark
benny-ceulen,1951.0,,,Netherlands
gerard-veldscholten,1959.0,,,Netherlands
attilio-rota,1945.0,,,Italy
tanguy-turgis,1998.0,61.0,171.0,France
didier-lebaud,1954.0,,,France
cameron-scott,1998.0,80.0,183.0,Australia
leo-wellens,1959.0,,,Belgium
eric-vanderaerden,1962.0,74.0,182.0,Belgium
francisco-cabello,1969.0,72.0,174.0,Spain
ilan-van-wilder,2000.0,64.0,171.0,Belgium
michal-podlaski,1988.0,68.0,178.0,Poland
jorge-arcas,1992.0,68.0,187.0,Spain
tomas-aurelio-gil-martinez,1977.0,60.0,165.0,Venezuela
marc-gomez,1954.0,,,France
david-de-la-fuente,1981.0,67.0,175.0,Spain
yuri-trofimov,1984.0,59.0,169.0,Russia
manuel-beltran,1971.0,60.0,178.0,Spain
anthony-rokia,1972.0,,,France
stephen-williams,1996.0,59.0,183.0,Great Britain
roger-kluge,1986.0,83.0,192.0,Germany
marcel-wust,1967.0,,,Germany
cedric-fragniere,1976.0,,,Switzerland
daniel-lloyd1,1980.0,70.0,187.0,Great Britain
steven-van-malderghem,1977.0,,,Belgium
isidro-juarez,1956.0,,,Spain
niki-ruttimann,1962.0,,,Switzerland
manuel-calvente-corbas,1976.0,55.0,168.0,Spain
rene-foucachon,1966.0,,,France
eduardo-ramirez-gonzalo,1983.0,66.0,177.0,Spain
jose-luis-viejo,1949.0,64.0,165.0,Spain
jose-luis-abilleira,1947.0,,,Spain
jose-luis-pacheco,1948.0,,,Portugal
aleksejs-saramotins,1982.0,75.0,185.0,Latvia
mikel-zarrabeitia,1970.0,63.0,179.0,Spain
willy-van-malderghem,1949.0,,,Belgium
joey-rosskopf,1989.0,74.0,186.0,United States
eduardo-correia,1961.0,,,Portugal
bernard-deville,1942.0,,,Belgium
olaf-pollack,1973.0,77.0,185.0,Germany
delmino-pereira,1967.0,,,Portugal
uwe-peschel,1968.0,72.0,179.0,Germany
daisuke-imanaka,1963.0,,,Japan
robin-stenuit,1990.0,77.0,185.0,Belgium
jan-christen,2004.0,60.0,183.0,Switzerland
dominique-arnould,1966.0,,,France
alexandre-vinokourov,1973.0,68.0,177.0,Kazakhstan
tom-cordes,1966.0,70.0,179.0,Netherlands
yaroslav-popovych,1980.0,64.0,175.0,Ukraine
rudi-altig,1937.0,,,Germany
ernesto-manchon,1972.0,,,Spain
gijs-van-hoecke,1991.0,78.0,186.0,Belgium
rick-flens,1983.0,82.0,187.0,Netherlands
egan-bernal,1997.0,60.0,175.0,Colombia
eduardo-gonzalez,1960.0,,,Spain
christian-murro,1978.0,,,Italy
harry-lodge,1967.0,,,Great Britain
joan-marti-bennassar,1999.0,75.0,190.0,Spain
faustino-ruperez,1956.0,,,Spain
jacques-van-der-poel,1963.0,,,Netherlands
michael-barry,1975.0,72.0,189.0,Canada
alfred-gaida,1951.0,65.0,169.0,Germany
emile-cambre,1948.0,,,Belgium
peter-van-brecht,1965.0,,,Belgium
alberto-fernandez-de-la-puebla-ramos,1984.0,63.0,174.0,Spain
javier-claramunt,1968.0,,,Spain
alfons-de-bal,1943.0,,155.0,Belgium
timothy-roe,1989.0,66.0,183.0,Australia
cristian-moreni,1972.0,65.0,175.0,Italy
matthew-busche,1985.0,69.0,174.0,United States
miguel-angel-martinez,1961.0,,,Spain
daniel-atienza-urendez,1974.0,60.0,170.0,Spain
michael-giebelmann,1974.0,,,Germany
frans-van-looy,1950.0,75.0,179.0,Belgium
anton-luengo,1981.0,,,Spain
adam-de-vos,1993.0,,187.0,Canada
ludo-engelen,1957.0,,,Belgium
xavier-aldanondo,1967.0,,,Spain
jose-angel-vidal,1969.0,71.0,172.0,Spain
jean-pierre-baert,1951.0,,,Belgium
remo-rossi,1968.0,,,Italy
stefano-gandin,1996.0,69.0,185.0,Italy
ezequiel-mosquera-miguez,1975.0,65.0,177.0,Spain
patrice-halgand,1974.0,67.0,179.0,France
bas-giling,1982.0,72.0,185.0,Netherlands
rik-verbrugghe,1974.0,70.0,180.0,Belgium
matti-breschel,1984.0,70.0,181.0,Denmark
federico-giabbecucci,1975.0,,,Italy
peter-wrolich,1974.0,68.0,179.0,Austria
kilian-patour,1982.0,,,France
sean-quinn,2000.0,67.0,187.0,United States
marcello-siboni,1965.0,,,Italy
carlos-hernandez,1958.0,,,Spain
gustavo-cesar-veloso,1980.0,69.0,182.0,Spain
carlos-betancur,1989.0,60.0,167.0,Colombia
jordi-warlop,1996.0,72.0,182.0,Belgium
brendan-canty,1992.0,60.0,170.0,Australia
dario-david-cioni,1974.0,72.0,185.0,Italy
jacopo-guarnieri,1987.0,80.0,190.0,Italy
przemyslaw-niemiec,1980.0,62.0,184.0,Poland
guido-trenti,1972.0,68.0,180.0,United States
jose-luis-uribezubia,1945.0,,,Spain
erik-pettersson,1944.0,67.0,180.0,Sweden
jean-marc-marino,1983.0,65.0,177.0,France
marco-franceschini,1960.0,,,Italy
georges-barras,1949.0,,,Belgium
maximilian-sciandri,1967.0,75.0,187.0,Great Britain
nicola-miceli,1971.0,,,Italy
raffaele-ferrara,1976.0,60.0,174.0,Italy
alexander-evans,1997.0,63.0,184.0,Australia
stephane-rossetto,1987.0,68.0,180.0,France
maurizio-nuzzi,1965.0,,,Italy
alfredo-irusta,1968.0,,,Spain
jan-van-camp,1961.0,,,Belgium
daniel-wyder,1962.0,,,Switzerland
nicolas-portal,1979.0,70.0,184.0,France
jan-huisjes,1951.0,,,Netherlands
fabio-bulgarelli,1977.0,,,Italy
jerome-chiotti,1972.0,,,France
yanto-barker,1980.0,,182.0,Great Britain
ferdi-van-den-haute,1952.0,,,Belgium
martijn-verschoor,1985.0,74.5,179.0,Netherlands
lauri-aus,1970.0,75.0,179.0,Estonia
ezio-moroni,1961.0,,,Italy
sergio-marinangeli,1980.0,65.0,174.0,Italy
cameron-meyer,1988.0,70.0,181.0,Australia
calvin-watson,1993.0,72.0,192.0,Australia
luis-maria-diaz-de-otazu,1966.0,,,Spain
sebastien-joly,1979.0,74.0,180.0,France
francisco-tomas-garcia-rodriguez,1975.0,80.0,191.0,Spain
dominique-lecrocq,1963.0,,,France
fabiano-fontanelli,1965.0,68.0,175.0,Italy
jonas-vingegaard,1996.0,58.0,175.0,Denmark
dries-de-pooter,2002.0,61.0,182.0,Belgium
leszek-plucinski,1990.0,59.0,175.0,Poland
marc-madiot,1959.0,68.0,179.0,France
bram-schmitz,1977.0,77.0,195.0,Netherlands
jos-jacobs,1953.0,,,Belgium
piotr-chmielewski,1970.0,72.0,187.0,Poland
matthew-wilson,1977.0,72.0,186.0,Australia
pello-bilbao,1990.0,60.0,174.0,Spain
silvestro-milani,1958.0,,,Italy
fortunato-baliani,1974.0,66.0,178.0,Italy
mickael-pichon,1973.0,62.0,174.0,France
dominique-turcksin,1959.0,,,Belgium
romain-combaud,1991.0,63.0,175.0,France
marc-dierickx,1954.0,,,Belgium
vincent-barteau,1962.0,,,France
pedro-manuel-rodrigues-silva,1966.0,,,Portugal
leith-sherwin,1972.0,,,Australia
philippe-deleye,1962.0,,,Belgium
gino-mader,1997.0,61.0,181.0,Switzerland
igor-merino,1990.0,,,Spain
antoine-guttierrez,1953.0,,,France
walter-schoonjans,1956.0,,,Belgium
manuel-jorge-dominguez,1962.0,67.0,173.0,Spain
fabrizio-convalle,1965.0,,,Italy
roberto-ballini,1944.0,,,Italy
fred-rodriguez,1973.0,68.0,178.0,United States
bernardo-alfonsel,1954.0,,,Spain
jos-van-de-poel,1954.0,,,Belgium
michel-laurent,1953.0,,,France
rick-pluimers,2000.0,67.0,180.0,Netherlands
anton-vorobyev,1990.0,74.0,180.0,Russia
jacques-bossis,1952.0,,,France
samuel-spokes,1992.0,63.0,181.0,Australia
sergio-jaramillo,1958.0,,,Colombia
camilo-santos,1964.0,,,Spain
ronan-de-meyer,1953.0,,,Belgium
oscar-de-jesus-vargas-restrepo,1964.0,,,Colombia
heberth-gutierrez-garcia,1973.0,,,Colombia
bruno-wojtinek,1963.0,,,France
jose-luis-villanueva,1965.0,,,Spain
charles-jochums,1957.0,,,Belgium
andre-meuwissen,1962.0,,,Belgium
thomas-dekker,1984.0,69.0,188.0,Netherlands
pieter-vries,1975.0,,,Netherlands
viktor-klimov,1964.0,,,Ukraine
ludovic-martin,1976.0,,,France
ricardo-valdes,1976.0,60.0,177.0,Spain
emile-bodart,1942.0,,,Belgium
eleuterio-anguita,1969.0,,,Spain
gabriele-missaglia,1970.0,,,Italy
davide-casarotto,1971.0,74.0,180.0,Italy
gabriele-bosisio,1980.0,,,Italy
harold-tejada,1997.0,63.0,180.0,Colombia
kevin-van-melsen,1987.0,77.0,185.0,Belgium
hugh-porter,1940.0,,,Great Britain
txema-del-olmo-zendegi,1973.0,,,Spain
antonio-balboa,1964.0,66.0,172.0,Spain
julius-johansen,1999.0,77.0,188.0,Denmark
unai-emillio-yus,1974.0,,,Spain
stefano-zanini,1969.0,80.0,181.0,Italy
fredrik-kessiakoff,1980.0,61.0,175.0,Sweden
fernando-gaviria,1994.0,71.0,181.0,Colombia
edwig-van-hooydonck,1966.0,,,Belgium
dominique-perras,1974.0,,,Canada
kenneth-van-bilsen,1990.0,73.0,184.0,Belgium
riccardo-lucca,1997.0,74.0,184.0,Italy
gomez-perez,1978.0,,,Spain
walter-riccomi,1950.0,66.0,169.0,Italy
ronny-de-cnodder,1958.0,,,Belgium
