_url,birth_year,weight,height,nationality
xabier-usabiaga,1969.0,,,Spain
roy-curvers,1979.0,73.0,188.0,Netherlands
robert-matwew,1967.0,,,Germany
jan-poppe,1970.0,,,Belgium
rik-van-ijzendoorn,1987.0,,176.0,Netherlands
sasa-gajicic,1977.0,,,Serbia
gage-hecht,1998.0,72.0,180.0,United States
jose-serste,1943.0,,,Belgium
tomasz-brozyna,1970.0,65.0,175.0,Poland
tomas-pettersson,1947.0,69.0,186.0,Sweden
hector-manuel-castano,1965.0,,,Colombia
rudy-claessens,1958.0,,,Belgium
jose-joaquin-castelblanco,1969.0,,,Colombia
jeremy-maison,1993.0,61.0,180.0,France
nedo-pinori,1961.0,,,Italy
leonardo-duque,1980.0,59.0,170.0,France
juan-maria-eguiarte,1960.0,,,Spain
max-van-heeswijk,1973.0,73.0,180.0,Netherlands
rober-van-der-vin,1969.0,,,Netherlands
francesco-ginanni,1985.0,,,Italy
peter-huyghe,1965.0,,,Belgium
romano-tumellero,1948.0,,,Italy
danny-van-looy,1969.0,,,Belgium
riccardo-minali,1995.0,74.0,180.0,Italy
johan-verstrepen,1967.0,66.0,170.0,Belgium
christophe-le-mevel,1980.0,61.0,174.0,France
amilcare-tronca,1972.0,,,Italy
jetse-bol,1989.0,71.0,184.0,Netherlands
david-livramento,1983.0,55.0,182.0,Portugal
tiziano-dall-antonia,1983.0,70.0,184.0,Italy
rainer-kepplinger,1997.0,70.0,179.0,Austria
marcello-pavarin,1986.0,68.0,178.0,Italy
marino-polini,1959.0,,,Italy
jonathan-patrick-mccarty,1982.0,68.0,178.0,United States
emil-merks,1950.0,,,Germany
andrey-kashechkin,1980.0,70.0,185.0,Kazakhstan
stefano-agostini,1989.0,62.0,172.0,Italy
peter-harings,1961.0,,,Netherlands
walter-planckaert,1948.0,,,Belgium
david-fernandez-domingo,1977.0,,,Spain
stijn-steels,1989.0,78.0,182.0,Belgium
eric-stevens,1960.0,,,Belgium
camillo-passera,1965.0,,,Italy
iker-leonet,1983.0,,,Spain
gerrit-glomser,1975.0,67.0,183.0,Austria
alessandro-baronti,1967.0,,,Italy
bjarke-schmidt-nielsen,1976.0,,,Denmark
kjell-carlstrom,1976.0,70.0,181.0,Finland
axel-merckx,1972.0,77.0,191.0,Belgium
angel-sanchez-rebollido,1993.0,74.0,178.0,Spain
oleg-tchujda,1963.0,,,Ukraine
youri-sourkov,1970.0,,,Kazakhstan
amets-txurruka,1982.0,58.0,171.0,Spain
sebastian-pozo-fontivero,1951.0,,,Spain
javier-castellar,1961.0,,,Spain
florent-brard,1976.0,74.0,187.0,France
julian-mertens,1997.0,67.0,180.0,Belgium
dimitri-champion,1983.0,70.0,180.0,France
raul-garcia-pierna,2001.0,67.0,175.0,Spain
bakhtiyar-kozhatayev,1992.0,62.0,172.0,Kazakhstan
sergiy-matveyev,1975.0,78.0,183.0,Ukraine
dylan-van-baarle,1992.0,78.0,189.0,Netherlands
johannes-draaijer,1963.0,,,Netherlands
cipriano-chemello,1945.0,,,Italy
jose-luis-diaz,1965.0,,,Spain
jose-de-cauwer,1949.0,,173.0,Belgium
nazzareno-berto,1957.0,,,Italy
jerome-pineau,1980.0,65.0,176.0,France
igor-boev,1989.0,74.0,186.0,Russia
colin-stussi,1993.0,68.0,187.0,Switzerland
niki-terpstra,1984.0,75.0,190.0,Netherlands
winner-anacona,1988.0,65.0,179.0,Colombia
piero-ghibaudo,1958.0,,,Italy
maarten-neyens,1985.0,74.0,190.0,Belgium
mark-padun,1996.0,67.0,183.0,Ukraine
massimo-gimondi,1971.0,,,Italy
magnus-sheffield,2002.0,73.0,183.0,United States
axel-domont,1990.0,65.0,179.0,France
rudolf-wentzel,1976.0,,,South Africa
aristide-ratti,1982.0,,,Italy
jiri-polnicky,1989.0,68.0,183.0,Czech Republic
simone-bruscoli,1966.0,,,Italy
alexandre-moos,1972.0,64.0,174.0,Switzerland
renan-ferraro,1962.0,,,Brazil
patrick-jonker,1969.0,69.0,184.0,Australia
andre-greipel,1982.0,80.0,184.0,Germany
jean-christophe-peraud,1977.0,62.0,172.0,France
ricardo-garcia-ambroa,1988.0,68.0,183.0,Spain
reynel-montoya,1959.0,,,Colombia
gleb-syritsa,2000.0,85.0,190.0,Russia
jose-manuel-garcia-rodrigues,1951.0,,,Spain
cesare-benedetti,1987.0,63.0,170.0,Poland
javier-duch,1964.0,,,Spain
georg-steinhauser,2001.0,65.0,189.0,Germany
arvid-de-kleijn,1994.0,68.0,171.0,Netherlands
elio-aggiano,1972.0,63.0,175.0,Italy
guy-leleu,1950.0,,,France
martin-muller,1974.0,79.0,188.0,Germany
hans-de-clercq,1969.0,80.0,187.0,Belgium
ronny-poelvoorde,1969.0,,,Belgium
carlo-bomans,1963.0,74.0,177.0,Belgium
alex-rasmussen,1984.0,88.0,186.0,Denmark
rudy-pevenage,1954.0,,,Belgium
giovanni-visconti,1983.0,63.0,175.0,Italy
manuel-pascual,1969.0,,,Spain
michel-coulon,1947.0,,,Belgium
franck-perque,1974.0,78.0,186.0,France
dean-woods,1966.0,,,Australia
marco-marcato,1984.0,67.0,174.0,Italy
mattia-bais,1996.0,66.0,175.0,Italy
david-blanco,1975.0,,,Spain
christian-heule,1975.0,,,Switzerland
benoit-poilvet,1976.0,71.0,183.0,France
tomasz-kiendys,1977.0,78.0,185.0,Poland
patrick-versluys,1958.0,,,Belgium
henri-abadie,1963.0,,,France
dominique-cornu,1985.0,78.0,197.0,Belgium
mathieu-hermans,1963.0,,172.0,Netherlands
matteo-montaguti,1984.0,65.0,181.0,Italy
jimmy-janssens,1989.0,74.0,183.0,Belgium
bert-hiemstra,1973.0,,,Netherlands
joeri-calleeuw,1985.0,71.0,183.0,Belgium
marc-goos,1990.0,65.0,178.0,Netherlands
leon-heinschke,1999.0,70.0,180.0,Germany
stephen-bassett,1995.0,,191.0,United States
luciano-rossignoli,1951.0,,,Italy
jean-francois-anti,1971.0,,,France
pierre-luc-perichon,1987.0,69.0,182.0,France
donato-giuliani,1946.0,,,Italy
claudio-vandelli,1961.0,,,Italy
jose-ruiz-sanchez,1980.0,,,Spain
raivis-belohvosciks,1976.0,70.0,182.0,Latvia
eddy-fine,1997.0,70.0,180.0,France
alexander-gottfried,1985.0,60.0,168.0,Germany
jonathan-bogli,2000.0,,,Switzerland
milan-jurco,1957.0,,,Slovakia
alexander-kamp,1993.0,74.0,186.0,Denmark
joe-dombrowski,1991.0,68.0,185.0,United States
franck-bonnamour,1995.0,70.0,180.0,France
oscar-cavagnis,1974.0,,,Italy
marc-renier,1953.0,,,Belgium
christopher-lawless,1995.0,72.0,178.0,Great Britain
cassio-freitas,1965.0,,,Brazil
miguel-angel-martinez-torres,1967.0,,,Spain
eduard-gritsun,1976.0,,,Russia
victor-gonzalo,1967.0,,,Spain
andre-romero,1950.0,,,France
william-tackaert,1956.0,,,Belgium
marcin-bialoblocki,1983.0,79.0,193.0,Poland
philip-deignan,1983.0,65.0,180.0,Ireland
oscar-pozzi,1971.0,,,Italy
stive-vermaut,1975.0,,,Belgium
john-vos,1963.0,,,Netherlands
daniele-bennati,1980.0,71.0,183.0,Italy
matteo-sobrero,1997.0,63.0,177.0,Italy
maxime-farazijn,1994.0,73.5,183.0,Belgium
rene-van-den-broek,1958.0,,,Netherlands
pablo-lastras,1976.0,68.0,183.0,Spain
raymond-delisle,1943.0,,,France
wilfried-david,1946.0,,,Belgium
jose-luis-moran,1965.0,,,Spain
asier-etxeberria,1998.0,,,Spain
peter-pieters,1962.0,82.0,191.0,Netherlands
denis-leproux,1964.0,,,France
gery-verlinden,1954.0,,,Belgium
peter-hilse,1962.0,,,Germany
roy-goldstein,1993.0,63.0,174.0,Israel
thierry-lauder,,,,France
frankie-andreu,1966.0,77.0,188.0,United States
francesco-bianchi,1958.0,,,Italy
bjorn-selander,1988.0,72.0,180.0,United States
andrei-sitnov,1965.0,,,Russia
carlos-pereira,1966.0,,,Portugal
michel-balbuena,1954.0,,,France
luca-ascani,1983.0,75.0,187.0,Italy
roberto-heras,1974.0,59.0,172.0,Spain
patrick-hendrikx,1964.0,,,Belgium
nigel-ellsay,1994.0,,183.0,Canada
willy-teirlinck,1948.0,,,Belgium
arman-kamyshev,1991.0,67.0,182.0,Kazakhstan
michele-coppolillo,1967.0,,,Italy
tom-dumoulin,1990.0,69.0,185.0,Netherlands
armando-lora,1951.0,,,Italy
harry-tanfield,1994.0,79.5,190.0,Great Britain
jan-sommer,2000.0,,185.0,Switzerland
angel-edo,1970.0,64.0,172.0,Spain
gregor-gazvoda,1981.0,72.0,187.0,Slovenia
johnny-van-cadsand,1972.0,,,Netherlands
luigi-botteon,1964.0,,,Italy
willem-wauters,1989.0,66.0,180.0,Belgium
pierre-rolland,1986.0,70.0,184.0,France
thomas-voeckler,1979.0,71.0,174.0,France
frank-mccormack,1969.0,,,United States
andrea-chiurato,1965.0,,,Italy
manuel-guijarro,1963.0,,,Spain
manuel-cunha-tavares,1962.0,,,Portugal
lieuwe-westra,1982.0,74.0,185.0,Netherlands
georges-pintens,1946.0,,,Belgium
martin-van-steen,1969.0,,,Netherlands
yuri-metlushenko,1976.0,82.0,178.0,Ukraine
jacques-cadiou,1943.0,,,France
kurt-van-de-wouwer,1971.0,66.0,178.0,Belgium
fabrizio-settembrini,1967.0,,,Italy
mauro-consonni,1968.0,,,Italy
juan-pedro-lopez,1997.0,60.0,170.0,Spain
evert-verbist,1984.0,73.0,179.0,Belgium
joris-nieuwenhuis,1996.0,71.0,185.0,Netherlands
eddy-schurer,1964.0,,,Netherlands
manuel-oliveira,1957.0,,,Portugal
jesus-aranzabal,1939.0,,,Spain
keegan-swirbul,1995.0,65.0,188.0,United States
mario-van-vlimmeren,1958.0,,,Netherlands
finn-fisher-black,2001.0,73.0,189.0,New Zealand
tyler-farrar,1984.0,73.0,183.0,United States
laurent-mangel,1981.0,83.0,195.0,France
francisco-perez-rodriguez,1945.0,,,Spain
denis-galimzyanov,1987.0,75.0,182.0,Russia
josef-fuchs,1948.0,,,Switzerland
johan-vansummeren,1981.0,79.0,197.0,Belgium
dimitri-tcherkachine,1970.0,,,Russia
tim-klinger,1984.0,,,Germany
thomas-fleischer,1971.0,,,Germany
omar-pedretti,1963.0,,,Switzerland
alexander-wetterhall,1986.0,70.0,185.0,Sweden
jean-michel-tessier,1977.0,70.0,185.0,France
gert-vanderaerden,1973.0,,,Belgium
santo-anza,1980.0,58.0,171.0,Italy
raymond-meijs,1968.0,,,Netherlands
marlon-gaillard,1996.0,64.0,177.0,France
pedro-costa,1977.0,,,Portugal
fons-de-wolf,1956.0,75.0,184.0,Belgium
franklin-raul-chacon,1979.0,,,Venezuela
stephan-gottschling,1968.0,,,Germany
carlo-finco,1968.0,,,Italy
jean-marie-michel,1955.0,,,France
rudy-delehouzee,1960.0,,,Belgium
robert-bouloux,1947.0,,,France
neilson-powless,1996.0,67.0,183.0,United States
david-mccann,1973.0,73.0,186.0,Ireland
kaden-groves,1998.0,76.0,176.0,Australia
jurgen-van-loocke,1980.0,,,Belgium
pavel-kochetkov,1986.0,70.0,184.0,Russia
enrico-galleschi,1963.0,,,Italy
alain-nogues,1948.0,,,France
marcello-osler,1945.0,,,Italy
ignacio-rodriguez,1971.0,,,Spain
ryszard-szurkowski,1946.0,77.0,180.0,Poland
jan-goessens,1962.0,,,Belgium
jean-philippe-vandenbrande,1955.0,,,Belgium
claudio-brandini,1965.0,,,Italy
domenico-cavallo,1961.0,,,Italy
patrick-devos,1956.0,,,Belgium
stephane-auge,1974.0,65.0,174.0,France
enrico-zaina,1967.0,,,Italy
kelland-brien,1998.0,79.0,195.0,Australia
christophe-manin,1966.0,,,France
rasmus-guldhammer,1989.0,66.0,183.0,Denmark
alex-baudin,2001.0,66.0,183.0,France
gino-de-backer,1963.0,,,Belgium
philip-vereecke,1975.0,,,Belgium
jacob-moe-rasmussen,1975.0,,,Denmark
hans-hindelang,1951.0,,,Germany
stijn-neirynck,1985.0,78.0,186.0,Belgium
antonio-pedrero,1991.0,60.0,177.0,Spain
clement-berthet,1997.0,68.0,184.0,France
hugo-sabido,1979.0,70.0,185.0,Portugal
gianluca-mirenda,1983.0,,,Italy
jose-urea,1967.0,,,Spain
carlos-alberto-contreras,1973.0,,,Colombia
filipe-cardoso,1984.0,70.0,178.0,Portugal
philippe-gaumont,1973.0,77.0,186.0,France
patrick-robeet,1964.0,,,Belgium
pietro-caucchioli,1975.0,68.0,175.0,Italy
charly-berard,1959.0,,,France
armin-meier,1969.0,69.0,178.0,Switzerland
marek-kulas,1963.0,,,Poland
tiago-antunes,1997.0,55.0,171.0,Portugal
david-millar,1977.0,79.0,191.0,Great Britain
alain-santy,1949.0,,,France
angel-camarillo,1959.0,,,Spain
jeff-louder,1977.0,73.0,183.0,United States
francesco-masciarelli,1986.0,55.0,174.0,Italy
jean-pierre-genet,1940.0,,,France
tom-boonen,1980.0,82.0,192.0,Belgium
yevgeniy-gidich,1996.0,69.0,179.0,Kazakhstan
john-gadret,1979.0,58.0,170.0,France
patrick-jacobs,1962.0,,,Belgium
julio-alberto-rubiano,1953.0,,,Colombia
jesus-suarez-cueva,1955.0,,,Spain
romain-gioux,1986.0,,160.0,France
ken-hashikawa,1970.0,,,Japan
barry-markus,1991.0,75.0,179.0,Netherlands
rolf-jaermann,1966.0,73.0,182.0,Switzerland
valter-pereira,1990.0,56.0,169.0,Portugal
hubert-graignic,1957.0,,,France
peter-wuyts,1973.0,,,Belgium
jean-van-der-stappen,1951.0,,,Belgium
ugo-colombo,1940.0,,,Italy
yvon-ledanois,1969.0,,,France
jose-vicente-toribio,1985.0,64.0,175.0,Spain
christophe-capelle,1967.0,73.0,184.0,France
victoriano-fernandez,1973.0,,,Spain
andrei-grivko,1983.0,70.0,181.0,Ukraine
frantisek-rabon,1983.0,74.0,183.0,Czech Republic
manuel-rodriguez-305,1967.0,,,Spain
roy-sentjens,1980.0,75.0,190.0,Belgium
victor-van-schil,1939.0,,,Belgium
raphael-schweda,1976.0,,,Germany
paolo-lanfranchi,1968.0,,,Italy
jannik-steimle,1996.0,73.0,187.0,Germany
eduardo-rocchi,1965.0,,,Italy
philippe-casado,1964.0,,,France
kurt-asle-arvesen,1975.0,74.0,183.0,Norway
pedro-vilardebo,1953.0,,,Spain
bart-vanheule,1983.0,76.0,186.0,Belgium
ramunas-navardauskas,1988.0,79.0,190.0,Lithuania
bjorn-leukemans,1977.0,67.0,177.0,Belgium
gilbert-chaumaz,1953.0,,,France
eric-vandeperre,1957.0,,,Belgium
simon-carr,1998.0,63.0,183.0,Great Britain
dag-otto-lauritzen,1956.0,,,Norway
eric-bonnet,1960.0,,,France
andy-bishop,1965.0,,,United States
luca-van-boven,2000.0,68.0,179.0,Belgium
luis-vicente-otin,1959.0,,,Spain
frank-hoj-christensen,1973.0,80.0,186.0,Denmark
diego-trepin,1968.0,,,Italy
sergio-dominguez-rodriguez,1979.0,,,Spain
andrew-talansky,1988.0,63.0,175.0,United States
sergio-dominguez-munoz,1986.0,,,Spain
giuseppe-montella,1956.0,,,Italy
andrea-masciarelli,1982.0,61.0,173.0,Italy
mauro-radaelli,1967.0,67.0,175.0,Italy
co-moritz,1951.0,,,Netherlands
marc-brustenga-masague,1999.0,80.0,190.0,Spain
victor-campenaerts,1991.0,68.0,173.0,Belgium
jan-schur,1962.0,73.0,180.0,Germany
arnaud-labbe,1976.0,73.0,183.0,France
bradley-white,1982.0,77.0,180.0,United States
rafael-ladron,1952.0,74.0,170.0,Spain
lennard-hofstede,1994.0,73.0,188.0,Netherlands
francis-campaner,1946.0,,,France
victor-lafay,1996.0,65.0,177.0,France
maurizio-de-pasquale,1969.0,,,Italy
johnny-de-nul,1955.0,,,Belgium
filippo-ganna,1996.0,83.0,193.0,Italy
peter-de-clercq,1966.0,,,Belgium
roland-van-de-rijse,1942.0,,,Belgium
massimo-giunti,1974.0,62.0,175.0,Italy
juan-pablo-suarez,1985.0,,,Colombia
dominique-naessens,1959.0,,,Belgium
stig-broeckx,1990.0,73.0,188.0,Belgium
fernando-martinez,1963.0,,,Spain
quentin-jauregui,1994.0,60.0,176.0,France
edoardo-affini,1996.0,80.0,190.0,Italy
campbell-flakemore,1992.0,72.0,186.0,Australia
yukihiro-doi,1983.0,58.0,169.0,Japan
florian-stork,1997.0,65.1,185.0,Germany
marcel-gono,1976.0,69.0,182.0,Australia
marcel-strauss,1976.0,69.0,180.0,Switzerland
benjamin-gourgue,1986.0,62.0,166.0,Belgium
mads-kaggestad,1977.0,66.0,175.0,Norway
bostjan-mervar,1973.0,,,Slovenia
marcel-aregger,1990.0,70.0,183.0,Switzerland
pawel-poljanski,1990.0,63.0,182.0,Poland
djamolidine-abduzhaparov,1964.0,72.0,174.0,Uzbekistan
ricardo-serrano,1978.0,67.0,181.0,Spain
claude-tollet,1949.0,,,France
frans-maes,1947.0,,,Belgium
isidro-araujo,1964.0,,,Spain
lukas-spengler,1994.0,78.0,188.0,Switzerland
edoardo-girardi,1985.0,,,Italy
jose-goncalves,1989.0,70.0,185.0,Portugal
boris-vallee,1993.0,79.0,188.0,Belgium
beat-zberg,1971.0,72.0,179.0,Switzerland
leopold-vandenneste,1942.0,,,Belgium
dennis-van-niekerk,1984.0,,,South Africa
jim-van-de-laer,1968.0,,,Belgium
jonas-aaen-jorgensen,1986.0,63.0,175.0,Denmark
guillermo-ruben-bongiorno,1978.0,,,Argentina
roberto-conti,1964.0,,,Italy
marc-somers,1961.0,,,Belgium
mauri-vansevenant,1999.0,60.0,175.0,Belgium
masatoshi-ichikawa,1961.0,,159.0,Japan
giosue-bonomi,1978.0,,,Italy
bernard-van-der-linde,1946.0,,,France
nathan-o-neill,1974.0,72.0,177.0,Australia
gianluca-bortolami,1968.0,73.0,181.0,Italy
pedro-luis-garcia-velasco,1966.0,,,Spain
luca-rastelli,1999.0,,175.0,Italy
damien-gaudin,1986.0,85.0,190.0,France
jean-marc-bideau,1984.0,73.0,192.0,France
luc-leblanc,1966.0,,,France
guido-winterberg,1962.0,,,Switzerland
maurizio-colombo,1963.0,,,Italy
nicolas-coudray,1967.0,,,Switzerland
eric-van-de-wiele,1952.0,,,Belgium
mathias-fluckiger,1988.0,64.0,172.0,Switzerland
martin-reimer,1987.0,69.0,180.0,Germany
julien-duval,1990.0,68.0,179.0,France
peter-kehl,1957.0,,,Germany
petr-bencik,1976.0,73.0,180.0,Czech Republic
samuele-zoccarato,1998.0,74.0,183.0,Italy
jeremy-bellicaud,1998.0,56.0,175.0,France
kurt-van-lancker,1971.0,67.0,180.0,Belgium
mario-aerts,1974.0,68.0,182.0,Belgium
david-boucher,1980.0,78.0,188.0,Belgium
sander-cordeel,1987.0,80.0,187.0,Belgium
iban-iriondo,1984.0,69.0,183.0,Spain
julien-berard,1987.0,70.0,185.0,France
makoto-iijima,1971.0,,,Japan
bernard-guyot,1945.0,,,France
jose-luis-mayoz-aizpurua,1954.0,,,Spain
vicente-iza-narvarrete,1958.0,,,Spain
johan-jacobs,1997.0,78.0,192.0,Switzerland
riccardo-zoidl,1988.0,63.0,177.0,Austria
giuseppe-perletto,1948.0,,,Italy
edward-king,1983.0,78.0,189.0,United States
jon-barrenetxea-golzarri,2000.0,74.0,188.0,Spain
willy-van-den-eynde,1943.0,,,Belgium
paolo-simion,1992.0,79.0,185.0,Italy
valere-van-sweevelt,1947.0,,,Belgium
frederic-vichot,1959.0,,,France
luc-d-hondt,1951.0,,,Belgium
miguel-van-kessel,1975.0,,,Netherlands
clinton-avery,1987.0,90.0,195.0,New Zealand
nacor-burgos,1977.0,58.0,170.0,Spain
aitor-perez-arrieta,1977.0,70.0,183.0,Spain
enrico-maggioni,1946.0,,,Italy
jan-van-houwelingen,1955.0,,,Netherlands
victor-de-la-parte,1986.0,64.0,181.0,Spain
martin-durant,1956.0,,,Belgium
gilles-mas,1961.0,,,France
armando-moreno,1967.0,,,Colombia
geert-decorte,1964.0,,,Belgium
jose-coll,1964.0,,,Spain
silvio-herklotz,1994.0,68.0,190.0,Germany
mirko-tedeschi,1989.0,69.0,180.0,Italy
niklas-eg,1995.0,60.0,184.0,Denmark
alfonso-florez-ortiz,1952.0,,,Colombia
tyler-williams,1994.0,73.0,180.0,United States
keegan-swenson,1994.0,66.0,178.0,United States
michel-cerneus,1976.0,,,Netherlands
jose-luis-lopez-cerron,1956.0,,,Spain
jens-zemke,1966.0,,,Germany
derek-gee,1997.0,76.0,189.0,Canada
jose-almagro,1980.0,,,Spain
franco-bitossi,1940.0,,,Italy
anatoliy-budyak,1995.0,53.0,169.0,Ukraine
jesus-lopez-carril,1949.0,,,Spain
jack-haig,1993.0,67.0,190.0,Australia
rob-ruijgh,1986.0,64.0,172.0,Netherlands
thierry-marie,1963.0,68.0,174.0,France
johan-lammerts,1960.0,,,Netherlands
miyataka-shimizu,1981.0,60.0,164.0,Japan
fabio-enrique-parra,1959.0,,,Colombia
juan-jose-quintanilla,1958.0,,,Spain
christoph-demel,1970.0,,,Austria
lorenzo-bernucci,1979.0,72.0,183.0,Italy
jean-paul-simon,1982.0,,,Belgium
marzio-bruseghin,1974.0,70.0,182.0,Italy
artyom-zakharov,1991.0,70.0,179.0,Kazakhstan
enrico-zanoncello,1997.0,64.0,170.0,Italy
domingo-munoz,1955.0,,,Spain
antonio-bevilacqua,1957.0,,,Italy
stefan-kupfernagel,1977.0,,,Germany
natnael-berhane,1991.0,66.0,182.0,Eritrea
stefan-rucker,1980.0,,,Austria
gerard-mace,1953.0,,,France
gordon-mccauley,1972.0,,,New Zealand
antonio-colom,1978.0,71.0,183.0,Spain
joaquin-ortega,1981.0,,,Spain
santiago-botero,1972.0,75.0,175.0,Colombia
sjoerd-van-ginneken,1992.0,72.0,185.0,Netherlands
jonathan-paredes,1989.0,63.0,175.0,Colombia
guillaume-van-keirsbulck,1991.0,89.0,192.0,Belgium
pascal-dubois,1962.0,,,France
francisco-cambil,1960.0,,,Spain
adrien-garel,1996.0,77.0,187.0,France
peter-velits,1985.0,63.0,181.0,Slovakia
chris-barnsley,1971.0,,,New Zealand
alfonso-gutierrez,1961.0,,,Spain
leo-schoenenberger,1963.0,,,Switzerland
cyril-bos,1972.0,,,France
ignacio-fandos,1957.0,,,Spain
simone-velasco,1995.0,59.0,170.0,Italy
roy-jans,1990.0,68.0,178.0,Belgium
jordi-gilabert-franch,1970.0,,,Spain
ronny-claes,1957.0,,,Belgium
francisco-jose-lara,1977.0,,,Spain
steen-michael-petersen,1959.0,,,Denmark
aleksandr-vlasov,1996.0,68.0,186.0,Russia
ole-kristan-silseth,1959.0,,,Norway
serafim-vieira,1966.0,,,Portugal
andre-korff,1973.0,,,Germany
jerome-baugnies,1987.0,69.0,181.0,Belgium
lars-boom,1985.0,75.0,191.0,Netherlands
daniel-verplancke,1948.0,,,Belgium
johnny-weltz,1962.0,65.0,178.0,Denmark
cristian-munoz,1996.0,63.0,180.0,Colombia
jeremy-hunt,1974.0,76.0,181.0,Great Britain
dominique-sanders,1957.0,,,France
carlos-verona,1992.0,68.0,186.0,Spain
francois-bidard,1992.0,65.0,180.0,France
pascal-chanteur,1968.0,62.0,172.0,France
marc-fournier,1994.0,71.0,183.0,France
salvador-jarque,1957.0,,,Spain
remmert-wielinga,1978.0,68.0,181.0,Netherlands
gian-friesecke,1994.0,,190.0,Switzerland
ryder-hesjedal,1980.0,73.0,187.0,Canada
simone-stortoni,1985.0,59.0,169.0,Italy
alain-dithurbide,1959.0,,,France
oleksandr-kvachuk,1983.0,68.0,182.0,Ukraine
niklas-axelsson,1972.0,73.0,180.0,Sweden
jeff-bradley,1961.0,,,United States
greg-lemond,1961.0,67.0,178.0,United States
gorka-izagirre,1987.0,66.0,176.0,Spain
matthew-goss,1986.0,70.0,178.0,Australia
christian-levavasseur,1956.0,,,France
edwin-bafcop,1962.0,,,Belgium
clement-champoussin,1998.0,61.0,180.0,France
jaakko-hanninen,1997.0,60.0,177.0,Finland
joseph-borguet,1951.0,,,Belgium
luis-angel-mate,1984.0,68.0,178.0,Spain
alain-budet,1952.0,,,France
giovanni-cavalcanti,1943.0,,,Italy
giovanni-mantovani,1955.0,,,Italy
filippo-simeoni,1971.0,68.0,185.0,Italy
jan-krekels,1947.0,73.0,179.0,Netherlands
juan-antonio-flecha,1977.0,72.0,181.0,Spain
laurens-de-plus,1995.0,67.0,190.0,Belgium
mario-anni,1943.0,,,Italy
rasmus-tiller,1996.0,84.0,187.0,Norway
wim-myngheer,1955.0,,,Belgium
lucien-aimar,1941.0,,170.0,France
nicolaj-bo-larsen,1971.0,,,Denmark
jose-cayetano-julia,1979.0,,,Spain
nathan-vandepitte,2000.0,80.0,192.0,France
daniele-callegarin,1982.0,,,Italy
massimiliano-gentili,1971.0,,,Italy
menno-vink,1969.0,,,Netherlands
kamiel-bonneu,1999.0,62.0,178.0,Belgium
leopold-konig,1987.0,62.0,178.0,Czech Republic
alex-peters,1994.0,67.0,175.0,Great Britain
daniel-ribera,1975.0,,,Spain
klaus-peter-thaler,1949.0,60.0,171.0,Germany
noah-vandenbranden,2002.0,74.0,181.0,Belgium
mauro-longo,1960.0,,,Italy
flavio-giupponi,1964.0,,,Italy
jose-vincente-diaz,1965.0,,,Colombia
hennie-stamsnijder,1954.0,,,Netherlands
federico-ghiotto,1963.0,,,Italy
roberto-pistore,1971.0,,,Italy
julien-trarieux,1992.0,71.0,183.0,France
eric-dall-armellina,1959.0,,,France
georg-totschnig,1971.0,62.0,175.0,Austria
rolf-huser,1971.0,65.0,175.0,Switzerland
marco-tabai,1961.0,,,Italy
twan-poels,1963.0,,,Netherlands
yoshiyuki-abe,1969.0,67.0,175.0,Japan
alain-de-carvalho,1953.0,,,France
peter-hoondert,1961.0,,,Netherlands
mario-manzoni,1969.0,,,Italy
matteo-carrara,1979.0,67.0,188.0,Italy
andre-steensen,1987.0,65.0,185.0,Denmark
juan-antonio-lopez-cozar-jaimez,1994.0,70.0,175.0,Spain
brian-kamstra,1993.0,64.0,184.0,Netherlands
christophe-leroscouet,1971.0,,,France
gilbert-glaus,1955.0,67.0,174.0,Switzerland
vytautas-kaupas,1982.0,,,Lithuania
manuele-mori,1980.0,62.0,172.0,Italy
joaquim-faura,1962.0,,,Spain
rafael-lorenzana,1964.0,,,Spain
oleksandr-sheydyk,1980.0,,,Ukraine
lukas-postlberger,1992.0,70.0,182.0,Austria
ruslan-ivanov,1973.0,71.0,177.0,Moldova
evgeni-petrov,1978.0,70.0,181.0,Russia
wies-van-dongen,1957.0,,,Netherlands
jaroslaw-marycz,1987.0,69.0,182.0,Poland
frits-van-bindsbergen,1960.0,,,Netherlands
damiano-cunego,1981.0,58.0,169.0,Italy
christian-auriemma,1974.0,,,Italy
mathieu-criquielion,1981.0,,,Belgium
carlos-da-cruz,1974.0,74.0,182.0,France
dario-bottaro,1966.0,,,Italy
luis-domingos,1961.0,,,Portugal
ronny-van-de-vijver,1945.0,,,Belgium
louis-luyten,1955.0,,,Belgium
yvon-bertin,1953.0,,,France
christophe-oriol,1973.0,65.0,181.0,France
christopher-juul-jensen,1989.0,73.0,183.0,Denmark
ole-ritter,1941.0,74.0,178.0,Denmark
matija-kvasina,1981.0,72.0,180.0,Croatia
phil-anderson,1958.0,,,Australia
bernt-johansson,1953.0,71.0,176.0,Sweden
slawomir-kohut,1977.0,65.0,176.0,Poland
antonio-londono,1955.0,,,Colombia
alan-jousseaume,1998.0,,177.0,France
benoit-cosnefroy,1995.0,65.0,180.0,France
steffen-radochla,1978.0,70.0,173.0,Germany
eric-serlet,1950.0,,,Belgium
francisco-jose-terciado-sacedo,1981.0,,,Spain
rob-harmeling,1964.0,76.0,187.0,Netherlands
jonathan-hall,1972.0,,,Australia
david-bernabeu,1975.0,66.0,180.0,Spain
